"id_s!","family_s*","family_short_s","gradeband_s*","category_s","desc_t","band","code"
"11-12.W.10","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes","11-12",
"11-12.W.2","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content.","11-12",
"11-12.W.2.a","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Introduce a topic; organize complex ideas, concepts, and information so that each new element builds on that which precedes it to create a unified whole; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension.","11-12",
"11-12.W.2.b","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Develop the topic thoroughly by selecting the most significant and relevant facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience’s knowledge of the topic.","11-12",
"11-12.W.2.c","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Use appropriate and varied transitions and syntax to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts.","11-12",
"11-12.W.2.d","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Use precise language, domain-specific vocabulary, and techniques such as metaphor, simile, and analogy to manage the complexity of the topic.","11-12",
"11-12.W.2.e","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.","11-12",
"11-12.W.2.f","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic).","11-12",
"11-12.W.3","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences.","11-12",
"11-12.W.3.a","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Engage and orient the reader by setting out a problem, situation, or observation and its significance, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events.","11-12",
"11-12.W.3.b","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters.","11-12",
"11-12.W.3.c","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Use a variety of techniques to sequence events so that they build on one another to create a coherent whole and build toward a particular tone and outcome (e.g., a sense of mystery, suspense, growth, or resolution).","11-12",
"11-12.W.3.d","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Use precise words and phrases, telling details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters.","11-12",
"11-12.W.3.e","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative.","11-12",
"11-12.W.4","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1–3 above.)","11-12",
"11-12.W.5","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on addressing what is most significant for a specific purpose and audience.","11-12",
"11-12.W.6","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Use technology, including the Internet, to produce, publish, and update individual or shared writing products in response to ongoing feedback, including new arguments or information.","11-12",
"11-12.W.7","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Conduct short as well as more sustained research projects to answer a question (including a self-generated question) or solve a problem; narrow or broaden the inquiry when appropriate; synthesize multiple sources on the subject, demonstrating understanding of the subject under investigation.","11-12",
"11-12.W.8","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Gather relevant information from multiple authoritative print and digital sources, using advanced searches effectively; assess the strengths and limitations of each source in terms of the task, purpose, and audience; integrate information into the text selectively to maintain the flow of ideas, avoiding plagiarism and overreliance on any one source and following a standard format for citation.","11-12",
"11-12.W.9","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Draw evidence from literary or informational texts to support analysis, reflection, and research.","11-12",
"11-12.W.9.a","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Apply grades 11–12 Reading standards to literature (e.g., “Demonstrate knowledge of eighteenth-, nineteenth- and early-twentieth-century foundational works of American literature, including how two or more texts from the same period treat similar themes or topics”).","11-12",
"11-12.W.9.b","Common Core English Language Arts Standards","CC ELA","9-12","Writing","Apply grades 11–12 Reading standards to literary nonfiction (e.g., “Delineate and evaluate the reasoning in seminal U.S. texts, including the application of constitutional principles and use of legal reasoning [e.g., in U.S. Supreme Court Case majority opinions and dissents] and the premises, purposes, and arguments in works of public advocacy [e.g., The Federalist, presidential addresses]”).","11-12",
