"shortcode","framework","category","name","gradeband"
"K.L.5.b",3,12,"Demonstrate understanding of frequently occurring verbs and adjectives by relating them to their opposites (antonyms).",18
"K.L.5.c",3,12,"Identify real-life connections between words and their use (e.g., note places at school that are colorful).",18
"K.L.5.d",3,12,"Distinguish shades of meaning among verbs describing the same general action (e.g., walk, march, strut, prance) by acting out the meanings.",18
"K.L.6",3,12,"Use words and phrases acquired through conversations, reading and being read to, and responding to texts.",18
"K.RF.1",3,13,"Demonstrate understanding of the organization and basic features of print.",18
"K.RF.1.a",3,13,"Follow words from left to right, top to bottom, and page by page.",18
"K.RF.1.b",3,13,"Recognize that spoken words are represented in written language by specific sequences of letters.",18
"K.RF.1.c",3,13,"Understand that words are separated by spaces in print.",18
"K.RF.1.d",3,13,"Recognize and name all upper- and lowercase letters of the alphabet.",18
"K.RF.2",3,13,"Demonstrate understanding of spoken words, syllables, and sounds (phonemes).",18
"K.RF.2.a",3,13,"Recognize and produce rhyming words.",18
"K.RF.2.b",3,13,"Count, pronounce, blend, and segment syllables in spoken words.",18
"K.RF.2.c",3,13,"Blend and segment onsets and rimes of single-syllable spoken words.",18
"K.RF.2.d",3,13,"Isolate and pronounce the initial, medial vowel, and final sounds (phonemes) in three-phoneme (consonent-vowel-consonent, or CVC) words.* (This does not include CVCs ending with /l/, /r/, or /x/.)",18
"K.RF.2.e",3,13,"Add or substitute individual sounds (phonemes) in simple, one-syllable words to make new words.",18
"K.RF.3",3,13,"Know and apply grade-level phonics and word analysis skills in decoding words.",18
"K.RF.3.a",3,13,"Demonstrate basic knowledge of one-to-one letter-sound correspondences by producing the primary or many of the most frequent sound for each consonant.",18
"K.RF.3.b",3,13,"Associate the long and short sounds with common spellings (graphemes) for the five major vowels.",18
"K.RF.3.c",3,13,"Read common high-frequency words by sight (e.g., the, of, to, you, she, my, is, are, do, does).",18
"K.RF.3.d",3,13,"Distinguish between similarly spelled words by identifying the sounds of the letters that differ.",18
"K.RF.4",3,13,"Read emergent-reader texts with purpose and understanding.",18
"K.RI.1",3,15,"With prompting and support, ask and answer questions about key details in a text.",18
"K.RI.10",3,15,"Actively engage in group reading activities with purpose and understanding.",18
"K.RI.2",3,15,"With prompting and support, identify the main topic and retell key details of a text.",18
"K.RI.3",3,15,"With prompting and support, describe the connection between two individuals, events, ideas, or pieces of information in a text.",18
"K.RI.4",3,15,"With prompting and support, ask and answer questions about unknown words in a text.",18
"K.RI.5",3,15,"Identify the front cover, back cover, and title page of a book.",18
"K.RI.6",3,15,"Name the author and illustrator of a text and define the role of each in presenting the ideas or information in a text.",18
"K.RI.7",3,15,"With prompting and support, describe the relationship between illustrations and the text in which they appear (e.g., what person, place, thing, or idea in the text an illustration depicts).",18
"K.RI.8",3,15,"With prompting and support, identify the reasons an author gives to support points in a text.",18
"K.RI.9",3,15,"With prompting and support, identify basic similarities in and differences between two texts on the same topic (e.g., in illustrations, descriptions, or procedures).",18
"K.RL.1",3,16,"With prompting and support, ask and answer questions about key details in a text.",18
"K.RL.10",3,16,"Actively engage in group reading activities with purpose and understanding.",18
"K.RL.2",3,16,"With prompting and support, retell familiar stories, including key details.",18
"K.RL.3",3,16,"With prompting and support, identify characters, settings, and major events in a story.",18
"K.RL.4",3,16,"Ask and answer questions about unknown words in a text.",18
"K.RL.5",3,16,"Recognize common types of texts (e.g., storybooks, poems).",18
"K.RL.6",3,16,"With prompting and support, name the author and illustrator of a story and define the role of each in telling the story.",18
"K.RL.7",3,16,"With prompting and support, describe the relationship between illustrations and the story in which they appear (e.g., what moment in a story an illustration depicts).",18
"K.RL.8",3,16,"(Not applicable to literature)",18
"K.RL.9",3,16,"With prompting and support, compare and contrast the adventures and experiences of characters in familiar stories.",18
"K.SL.1",3,18,"Participate in collaborative conversations with diverse partners about kindergarten topics and texts with peers and adults in small and larger groups.",18
"K.SL.2",3,18,"Confirm understanding of a text read aloud or information presented orally or through other media by asking and answering questions about key details and requesting clarification if something is not understood.",18
"K.SL.3",3,18,"Ask and answer questions in order to seek help, get information, or clarify something that is not understood.",18
"K.SL.4",3,18,"Describe familiar people, places, things, and events and, with prompting and support, provide additional detail.",18
"K.SL.5",3,18,"Add drawings or other visual displays to descriptions as desired to provide additional detail.",18
"K.SL.6",3,18,"Speak audibly and express thoughts, feelings, and ideas clearly.",18
"K.W.1",3,19,"Use a combination of drawing, dictating, and writing to compose opinion pieces in which they tell a reader the topic or the name of the book they are writing about and state an opinion or preference about the topic or book (e.g., My favorite book is...).",18
"K.W.10",3,19,"(Begins in grade 3)",18
"K.W.2",3,19,"Use a combination of drawing, dictating, and writing to compose informative/explanatory texts in which they name what they are writing about and supply some information about the topic.",18
"K.W.3",3,19,"Use a combination of drawing, dictating, and writing to narrate a single event or several loosely linked events, tell about the events in the order in which they occurred, and provide a reaction to what happened.",18
"K.W.4",3,19,"(Begins in grade 3)",18
"K.W.5",3,19,"With guidance and support from adults, respond to questions and suggestions from peers and add details to strengthen writing as needed.",18
"K.W.6",3,19,"With guidance and support from adults, explore a variety of digital tools to produce and publish writing, including in collaboration with peers.",18
"K.W.7",3,19,"Participate in shared research and writing projects (e.g., explore a number of books by a favorite author and express opinions about them).",18
"K.W.8",3,19,"With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question.",18
"K.W.9",3,19,"(Begins in grade 4)",18
